,Vehicle_id,Vehicle_Name,Category,Transmission,Base_Price,Price,Date_Pickup,Date_Dropoff
49,659534556,Chrysler 300,Luxury,Automatic,84.99,88.06,2022-12-18,2022-12-19
95,642896921,Chrysler 300  ,Luxury,Automatic,84.77,87.83,2022-12-18,2022-12-19
40,631553768,Lincoln Continental,Luxury,Automatic,84.46,87.51,2022-12-18,2022-12-19
43,643095306,Buick LaCrosse  ,Luxury,Automatic,83.76,86.79,2022-12-18,2022-12-19
149,658163273,Chrysler 300,Luxury,Automatic,83.53,86.55,2022-12-18,2022-12-19
52,644841863,Cadillac XTS  ,Luxury,Automatic,81.83,84.79,2022-12-18,2022-12-19
70,646141193,Cadillac XTS,Luxury,Automatic,81.37,84.31,2022-12-18,2022-12-19
55,735898091,Cadillac XTS  ,Luxury,Automatic,81.37,84.31,2022-12-18,2022-12-19
23,636464758,Cadillac XTS  ,Luxury,Automatic,75.77,78.51,2022-12-18,2022-12-19
45,638446461,Chrysler 300  ,Luxury,Automatic,74.9,77.61,2022-12-18,2022-12-19
16,638489136,Chrysler 300  ,Luxury,Automatic,73.88,76.55,2022-12-18,2022-12-19
30,585207183,Chrysler 300  ,Luxury,Automatic,72.43,75.05,2022-12-18,2022-12-19
10,631938698,Buick LaCrosse  ,Luxury,Automatic,71.41,73.99,2022-12-18,2022-12-19
8,735895261,Cadillac XTS  ,Luxury,Automatic,70.18,72.72,2022-12-18,2022-12-19
336,673928006,Mercedes-Benz GLC,Luxury,Automatic,276.08,286.06,2022-12-19,2022-12-20
335,723428946,BMW 5 Series,Luxury,Automatic,253.67,262.84,2022-12-19,2022-12-20
137,644881573,Cadillac XTS  ,Luxury,Automatic,121.27,125.65,2022-12-19,2022-12-20
160,636479888,Cadillac XTS  ,Luxury,Automatic,114.99,119.15,2022-12-19,2022-12-20
150,646119413,Cadillac XTS,Luxury,Automatic,109.39,113.34,2022-12-19,2022-12-20
139,644901168,Cadillac XTS  ,Luxury,Automatic,104.36,108.13,2022-12-19,2022-12-20
144,636492688,Cadillac XTS  ,Luxury,Automatic,98.19,101.74,2022-12-19,2022-12-20
163,658137488,Chrysler 300,Luxury,Automatic,94.78,98.21,2022-12-19,2022-12-20
165,658190013,Chrysler 300,Luxury,Automatic,93.54,96.92,2022-12-19,2022-12-20
113,644861493,Cadillac XTS  ,Luxury,Automatic,93.09,96.46,2022-12-19,2022-12-20
134,646151293,Cadillac XTS,Luxury,Automatic,92.58,95.93,2022-12-19,2022-12-20
82,636472613,Cadillac XTS  ,Luxury,Automatic,86.98,90.12,2022-12-19,2022-12-20
60,659534556,Chrysler 300,Luxury,Automatic,83.68,86.71,2022-12-19,2022-12-20
50,643095306,Buick LaCrosse  ,Luxury,Automatic,82.45,85.43,2022-12-19,2022-12-20
93,642896921,Chrysler 300  ,Luxury,Automatic,82.45,85.43,2022-12-19,2022-12-20
47,631553768,Lincoln Continental,Luxury,Automatic,82.05,85.02,2022-12-19,2022-12-20
57,644841863,Cadillac XTS  ,Luxury,Automatic,81.83,84.79,2022-12-19,2022-12-20
54,735898091,Cadillac XTS  ,Luxury,Automatic,81.37,84.31,2022-12-19,2022-12-20
83,646141193,Cadillac XTS,Luxury,Automatic,81.37,84.31,2022-12-19,2022-12-20
127,658163273,Chrysler 300,Luxury,Automatic,81.21,84.15,2022-12-19,2022-12-20
37,636464758,Cadillac XTS  ,Luxury,Automatic,75.77,78.51,2022-12-19,2022-12-20
49,638446461,Chrysler 300  ,Luxury,Automatic,72.57,75.19,2022-12-19,2022-12-20
21,638489136,Chrysler 300  ,Luxury,Automatic,72.57,75.19,2022-12-19,2022-12-20
19,735895261,Cadillac XTS  ,Luxury,Automatic,70.18,72.72,2022-12-19,2022-12-20
31,585207183,Chrysler 300  ,Luxury,Automatic,70.12,72.65,2022-12-19,2022-12-20
11,631938698,Buick LaCrosse  ,Luxury,Automatic,70.12,72.65,2022-12-19,2022-12-20
336,673928006,Mercedes-Benz GLC,Luxury,Automatic,276.08,286.06,2022-12-20,2022-12-21
335,723428946,BMW 5 Series,Luxury,Automatic,253.67,262.84,2022-12-20,2022-12-21
140,644881573,Cadillac XTS  ,Luxury,Automatic,121.7,126.1,2022-12-20,2022-12-21
159,636479888,Cadillac XTS  ,Luxury,Automatic,115.41,119.58,2022-12-20,2022-12-21
148,646119413,Cadillac XTS,Luxury,Automatic,109.81,113.78,2022-12-20,2022-12-21
107,644901168,Cadillac XTS  ,Luxury,Automatic,104.77,108.56,2022-12-20,2022-12-21
156,636492688,Cadillac XTS  ,Luxury,Automatic,98.61,102.17,2022-12-20,2022-12-21
109,644861493,Cadillac XTS  ,Luxury,Automatic,93.52,96.9,2022-12-20,2022-12-21
129,646151293,Cadillac XTS,Luxury,Automatic,93.0,96.36,2022-12-20,2022-12-21
161,658137488,Chrysler 300,Luxury,Automatic,92.9,96.26,2022-12-20,2022-12-21
158,658190013,Chrysler 300,Luxury,Automatic,91.68,94.99,2022-12-20,2022-12-21
113,636472613,Cadillac XTS  ,Luxury,Automatic,87.4,90.56,2022-12-20,2022-12-21
67,644841863,Cadillac XTS  ,Luxury,Automatic,82.24,85.21,2022-12-20,2022-12-21
53,631553768,Lincoln Continental,Luxury,Automatic,82.05,85.02,2022-12-20,2022-12-21
49,659534556,Chrysler 300,Luxury,Automatic,81.8,84.76,2022-12-20,2022-12-21
93,646141193,Cadillac XTS,Luxury,Automatic,81.78,84.74,2022-12-20,2022-12-21
70,735898091,Cadillac XTS  ,Luxury,Automatic,81.78,84.74,2022-12-20,2022-12-21
100,642896921,Chrysler 300  ,Luxury,Automatic,80.57,83.48,2022-12-20,2022-12-21
59,643095306,Buick LaCrosse  ,Luxury,Automatic,80.57,83.48,2022-12-20,2022-12-21
133,658163273,Chrysler 300,Luxury,Automatic,79.33,82.2,2022-12-20,2022-12-21
42,636464758,Cadillac XTS  ,Luxury,Automatic,76.19,78.94,2022-12-20,2022-12-21
17,638489136,Chrysler 300  ,Luxury,Automatic,70.7,73.26,2022-12-20,2022-12-21
46,638446461,Chrysler 300  ,Luxury,Automatic,70.7,73.26,2022-12-20,2022-12-21
30,735895261,Cadillac XTS  ,Luxury,Automatic,70.59,73.14,2022-12-20,2022-12-21
10,585207183,Chrysler 300  ,Luxury,Automatic,68.24,70.71,2022-12-20,2022-12-21
4,631938698,Buick LaCrosse  ,Luxury,Automatic,68.24,70.71,2022-12-20,2022-12-21
337,673928006,Mercedes-Benz GLC,Luxury,Automatic,276.08,286.06,2022-12-21,2022-12-22
335,723428946,BMW 5 Series,Luxury,Automatic,253.67,262.84,2022-12-21,2022-12-22
198,644881573,Cadillac XTS  ,Luxury,Automatic,152.17,157.67,2022-12-21,2022-12-22
236,636479888,Cadillac XTS  ,Luxury,Automatic,145.72,150.99,2022-12-21,2022-12-22
227,646119413,Cadillac XTS,Luxury,Automatic,140.12,145.19,2022-12-21,2022-12-22
193,644901168,Cadillac XTS  ,Luxury,Automatic,135.27,140.16,2022-12-21,2022-12-22
232,658137488,Chrysler 300,Luxury,Automatic,129.05,133.72,2022-12-21,2022-12-22
201,636492688,Cadillac XTS  ,Luxury,Automatic,128.93,133.59,2022-12-21,2022-12-22
233,658190013,Chrysler 300,Luxury,Automatic,127.81,132.43,2022-12-21,2022-12-22
145,644861493,Cadillac XTS  ,Luxury,Automatic,123.99,128.47,2022-12-21,2022-12-22
203,646151293,Cadillac XTS,Luxury,Automatic,123.3,127.76,2022-12-21,2022-12-22
119,659534556,Chrysler 300,Luxury,Automatic,117.94,122.2,2022-12-21,2022-12-22
200,636472613,Cadillac XTS  ,Luxury,Automatic,117.71,121.97,2022-12-21,2022-12-22
129,643095306,Buick LaCrosse  ,Luxury,Automatic,116.71,120.93,2022-12-21,2022-12-22
160,642896921,Chrysler 300  ,Luxury,Automatic,116.71,120.93,2022-12-21,2022-12-22
239,658163273,Chrysler 300,Luxury,Automatic,115.47,119.64,2022-12-21,2022-12-22
76,644841863,Cadillac XTS  ,Luxury,Automatic,112.72,116.79,2022-12-21,2022-12-22
103,631553768,Lincoln Continental,Luxury,Automatic,112.22,116.28,2022-12-21,2022-12-22
165,646141193,Cadillac XTS,Luxury,Automatic,112.1,116.15,2022-12-21,2022-12-22
99,735898091,Cadillac XTS  ,Luxury,Automatic,112.1,116.15,2022-12-21,2022-12-22
105,638489136,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-21,2022-12-22
135,638446461,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-21,2022-12-22
124,636464758,Cadillac XTS  ,Luxury,Automatic,106.51,110.36,2022-12-21,2022-12-22
134,585207183,Chrysler 300  ,Luxury,Automatic,104.38,108.15,2022-12-21,2022-12-22
104,631938698,Buick LaCrosse  ,Luxury,Automatic,104.38,108.15,2022-12-21,2022-12-22
86,735895261,Cadillac XTS  ,Luxury,Automatic,100.89,104.54,2022-12-21,2022-12-22
318,673928006,Mercedes-Benz GLC,Luxury,Automatic,276.08,286.06,2022-12-22,2022-12-23
323,723428946,BMW 5 Series,Luxury,Automatic,253.67,262.84,2022-12-22,2022-12-23
139,644881573,Cadillac XTS  ,Luxury,Automatic,152.17,157.67,2022-12-22,2022-12-23
187,636479888,Cadillac XTS  ,Luxury,Automatic,145.72,150.99,2022-12-22,2022-12-23
161,646119413,Cadillac XTS,Luxury,Automatic,140.12,145.19,2022-12-22,2022-12-23
130,644901168,Cadillac XTS  ,Luxury,Automatic,135.27,140.16,2022-12-22,2022-12-23
184,658137488,Chrysler 300,Luxury,Automatic,129.05,133.72,2022-12-22,2022-12-23
157,636492688,Cadillac XTS  ,Luxury,Automatic,128.93,133.59,2022-12-22,2022-12-23
186,658190013,Chrysler 300,Luxury,Automatic,127.81,132.43,2022-12-22,2022-12-23
143,644861493,Cadillac XTS  ,Luxury,Automatic,123.99,128.47,2022-12-22,2022-12-23
141,646151293,Cadillac XTS,Luxury,Automatic,123.3,127.76,2022-12-22,2022-12-23
50,659534556,Chrysler 300,Luxury,Automatic,117.94,122.2,2022-12-22,2022-12-23
122,636472613,Cadillac XTS  ,Luxury,Automatic,117.71,121.97,2022-12-22,2022-12-23
98,642896921,Chrysler 300  ,Luxury,Automatic,116.71,120.93,2022-12-22,2022-12-23
51,643095306,Buick LaCrosse  ,Luxury,Automatic,116.71,120.93,2022-12-22,2022-12-23
145,658163273,Chrysler 300,Luxury,Automatic,115.47,119.64,2022-12-22,2022-12-23
56,631553768,Lincoln Continental,Luxury,Automatic,112.98,117.06,2022-12-22,2022-12-23
70,644841863,Cadillac XTS  ,Luxury,Automatic,112.72,116.79,2022-12-22,2022-12-23
69,735898091,Cadillac XTS  ,Luxury,Automatic,112.1,116.15,2022-12-22,2022-12-23
102,646141193,Cadillac XTS,Luxury,Automatic,112.1,116.15,2022-12-22,2022-12-23
78,638446461,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-22,2022-12-23
29,638489136,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-22,2022-12-23
53,636464758,Cadillac XTS  ,Luxury,Automatic,106.51,110.36,2022-12-22,2022-12-23
20,631938698,Buick LaCrosse  ,Luxury,Automatic,104.38,108.15,2022-12-22,2022-12-23
57,585207183,Chrysler 300  ,Luxury,Automatic,104.38,108.15,2022-12-22,2022-12-23
24,735895261,Cadillac XTS  ,Luxury,Automatic,100.89,104.54,2022-12-22,2022-12-23
319,673928006,Mercedes-Benz GLC,Luxury,Automatic,276.08,286.06,2022-12-23,2022-12-24
318,723428946,BMW 5 Series,Luxury,Automatic,253.67,262.84,2022-12-23,2022-12-24
208,644881573,Cadillac XTS  ,Luxury,Automatic,163.24,169.14,2022-12-23,2022-12-24
107,631553768,Lincoln Continental,Luxury,Automatic,159.86,165.64,2022-12-23,2022-12-24
197,636479888,Cadillac XTS  ,Luxury,Automatic,156.73,162.4,2022-12-23,2022-12-24
186,646119413,Cadillac XTS,Luxury,Automatic,151.14,156.6,2022-12-23,2022-12-24
166,644901168,Cadillac XTS  ,Luxury,Automatic,146.34,151.63,2022-12-23,2022-12-24
125,636492688,Cadillac XTS  ,Luxury,Automatic,139.92,144.98,2022-12-23,2022-12-24
160,658137488,Chrysler 300,Luxury,Automatic,138.17,143.16,2022-12-23,2022-12-24
162,658190013,Chrysler 300,Luxury,Automatic,136.93,141.88,2022-12-23,2022-12-24
115,644861493,Cadillac XTS  ,Luxury,Automatic,135.06,139.94,2022-12-23,2022-12-24
119,646151293,Cadillac XTS,Luxury,Automatic,134.31,139.17,2022-12-23,2022-12-24
112,636472613,Cadillac XTS  ,Luxury,Automatic,128.73,133.38,2022-12-23,2022-12-24
37,659534556,Chrysler 300,Luxury,Automatic,127.07,131.66,2022-12-23,2022-12-24
34,643095306,Buick LaCrosse  ,Luxury,Automatic,125.84,130.39,2022-12-23,2022-12-24
88,642896921,Chrysler 300  ,Luxury,Automatic,125.84,130.39,2022-12-23,2022-12-24
132,658163273,Chrysler 300,Luxury,Automatic,124.6,129.1,2022-12-23,2022-12-24
48,644841863,Cadillac XTS  ,Luxury,Automatic,123.81,128.29,2022-12-23,2022-12-24
50,646141193,Cadillac XTS,Luxury,Automatic,123.12,127.57,2022-12-23,2022-12-24
47,735898091,Cadillac XTS  ,Luxury,Automatic,123.12,127.57,2022-12-23,2022-12-24
44,636464758,Cadillac XTS  ,Luxury,Automatic,117.51,121.76,2022-12-23,2022-12-24
53,638446461,Chrysler 300  ,Luxury,Automatic,115.97,120.16,2022-12-23,2022-12-24
17,638489136,Chrysler 300  ,Luxury,Automatic,115.97,120.16,2022-12-23,2022-12-24
30,585207183,Chrysler 300  ,Luxury,Automatic,113.51,117.61,2022-12-23,2022-12-24
10,631938698,Buick LaCrosse  ,Luxury,Automatic,113.51,117.61,2022-12-23,2022-12-24
5,735895261,Cadillac XTS  ,Luxury,Automatic,111.91,115.96,2022-12-23,2022-12-24
322,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,346.08,2022-12-24,2022-12-25
320,723428946,BMW 5 Series,Luxury,Automatic,306.77,317.86,2022-12-24,2022-12-25
176,631553768,Lincoln Continental,Luxury,Automatic,157.94,163.65,2022-12-24,2022-12-25
126,644881573,Cadillac XTS  ,Luxury,Automatic,152.17,157.67,2022-12-24,2022-12-25
165,636479888,Cadillac XTS  ,Luxury,Automatic,145.72,150.99,2022-12-24,2022-12-25
181,646119413,Cadillac XTS,Luxury,Automatic,140.12,145.19,2022-12-24,2022-12-25
111,644901168,Cadillac XTS  ,Luxury,Automatic,135.27,140.16,2022-12-24,2022-12-25
189,658137488,Chrysler 300,Luxury,Automatic,129.56,134.24,2022-12-24,2022-12-25
147,636492688,Cadillac XTS  ,Luxury,Automatic,128.93,133.59,2022-12-24,2022-12-25
190,658190013,Chrysler 300,Luxury,Automatic,128.33,132.97,2022-12-24,2022-12-25
91,644861493,Cadillac XTS  ,Luxury,Automatic,123.99,128.47,2022-12-24,2022-12-25
115,646151293,Cadillac XTS,Luxury,Automatic,123.3,127.76,2022-12-24,2022-12-25
57,659534556,Chrysler 300,Luxury,Automatic,117.94,122.2,2022-12-24,2022-12-25
103,636472613,Cadillac XTS  ,Luxury,Automatic,117.71,121.97,2022-12-24,2022-12-25
81,642896921,Chrysler 300  ,Luxury,Automatic,117.23,121.47,2022-12-24,2022-12-25
46,643095306,Buick LaCrosse  ,Luxury,Automatic,116.71,120.93,2022-12-24,2022-12-25
131,658163273,Chrysler 300,Luxury,Automatic,115.99,120.18,2022-12-24,2022-12-25
55,644841863,Cadillac XTS  ,Luxury,Automatic,112.72,116.79,2022-12-24,2022-12-25
69,646141193,Cadillac XTS,Luxury,Automatic,112.1,116.15,2022-12-24,2022-12-25
56,735898091,Cadillac XTS  ,Luxury,Automatic,112.1,116.15,2022-12-24,2022-12-25
59,638446461,Chrysler 300  ,Luxury,Automatic,107.35,111.23,2022-12-24,2022-12-25
32,638489136,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-24,2022-12-25
42,636464758,Cadillac XTS  ,Luxury,Automatic,106.51,110.36,2022-12-24,2022-12-25
58,585207183,Chrysler 300  ,Luxury,Automatic,104.9,108.69,2022-12-24,2022-12-25
29,631938698,Buick LaCrosse  ,Luxury,Automatic,104.38,108.15,2022-12-24,2022-12-25
28,735895261,Cadillac XTS  ,Luxury,Automatic,100.89,104.54,2022-12-24,2022-12-25
323,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,346.08,2022-12-25,2022-12-26
321,723428946,BMW 5 Series,Luxury,Automatic,306.77,317.86,2022-12-25,2022-12-26
174,631553768,Lincoln Continental,Luxury,Automatic,157.94,163.65,2022-12-25,2022-12-26
178,644881573,Cadillac XTS  ,Luxury,Automatic,152.17,157.67,2022-12-25,2022-12-26
168,636479888,Cadillac XTS  ,Luxury,Automatic,145.72,150.99,2022-12-25,2022-12-26
186,646119413,Cadillac XTS,Luxury,Automatic,140.12,145.19,2022-12-25,2022-12-26
107,644901168,Cadillac XTS  ,Luxury,Automatic,135.27,140.16,2022-12-25,2022-12-26
192,658137488,Chrysler 300,Luxury,Automatic,129.05,133.72,2022-12-25,2022-12-26
136,636492688,Cadillac XTS  ,Luxury,Automatic,128.93,133.59,2022-12-25,2022-12-26
193,658190013,Chrysler 300,Luxury,Automatic,127.81,132.43,2022-12-25,2022-12-26
87,644861493,Cadillac XTS  ,Luxury,Automatic,123.99,128.47,2022-12-25,2022-12-26
109,646151293,Cadillac XTS,Luxury,Automatic,123.3,127.76,2022-12-25,2022-12-26
56,659534556,Chrysler 300,Luxury,Automatic,117.94,122.2,2022-12-25,2022-12-26
96,636472613,Cadillac XTS  ,Luxury,Automatic,117.71,121.97,2022-12-25,2022-12-26
45,643095306,Buick LaCrosse  ,Luxury,Automatic,116.71,120.93,2022-12-25,2022-12-26
76,642896921,Chrysler 300  ,Luxury,Automatic,116.71,120.93,2022-12-25,2022-12-26
131,658163273,Chrysler 300,Luxury,Automatic,115.47,119.64,2022-12-25,2022-12-26
53,644841863,Cadillac XTS  ,Luxury,Automatic,112.72,116.79,2022-12-25,2022-12-26
69,646141193,Cadillac XTS,Luxury,Automatic,112.1,116.15,2022-12-25,2022-12-26
54,735898091,Cadillac XTS  ,Luxury,Automatic,112.1,116.15,2022-12-25,2022-12-26
30,638489136,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-25,2022-12-26
59,638446461,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-25,2022-12-26
41,636464758,Cadillac XTS  ,Luxury,Automatic,106.51,110.36,2022-12-25,2022-12-26
26,631938698,Buick LaCrosse  ,Luxury,Automatic,104.38,108.15,2022-12-25,2022-12-26
55,585207183,Chrysler 300  ,Luxury,Automatic,104.38,108.15,2022-12-25,2022-12-26
31,735895261,Cadillac XTS  ,Luxury,Automatic,100.89,104.54,2022-12-25,2022-12-26
322,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,346.08,2022-12-26,2022-12-27
321,723428946,BMW 5 Series,Luxury,Automatic,306.77,317.86,2022-12-26,2022-12-27
219,631553768,Lincoln Continental,Luxury,Automatic,158.52,164.25,2022-12-26,2022-12-27
178,644881573,Cadillac XTS  ,Luxury,Automatic,152.17,157.67,2022-12-26,2022-12-27
157,636479888,Cadillac XTS  ,Luxury,Automatic,145.72,150.99,2022-12-26,2022-12-27
159,646119413,Cadillac XTS,Luxury,Automatic,140.12,145.19,2022-12-26,2022-12-27
119,644901168,Cadillac XTS  ,Luxury,Automatic,135.27,140.16,2022-12-26,2022-12-27
193,658137488,Chrysler 300,Luxury,Automatic,129.05,133.72,2022-12-26,2022-12-27
181,636492688,Cadillac XTS  ,Luxury,Automatic,128.93,133.59,2022-12-26,2022-12-27
194,658190013,Chrysler 300,Luxury,Automatic,127.81,132.43,2022-12-26,2022-12-27
117,644861493,Cadillac XTS  ,Luxury,Automatic,123.99,128.47,2022-12-26,2022-12-27
165,646151293,Cadillac XTS,Luxury,Automatic,123.3,127.76,2022-12-26,2022-12-27
131,659534556,Chrysler 300,Luxury,Automatic,117.94,122.2,2022-12-26,2022-12-27
148,636472613,Cadillac XTS  ,Luxury,Automatic,117.71,121.97,2022-12-26,2022-12-27
128,642896921,Chrysler 300  ,Luxury,Automatic,116.71,120.93,2022-12-26,2022-12-27
107,643095306,Buick LaCrosse  ,Luxury,Automatic,116.71,120.93,2022-12-26,2022-12-27
209,658163273,Chrysler 300,Luxury,Automatic,115.47,119.64,2022-12-26,2022-12-27
54,644841863,Cadillac XTS  ,Luxury,Automatic,112.72,116.79,2022-12-26,2022-12-27
123,646141193,Cadillac XTS,Luxury,Automatic,112.1,116.15,2022-12-26,2022-12-27
76,735898091,Cadillac XTS  ,Luxury,Automatic,112.1,116.15,2022-12-26,2022-12-27
44,638489136,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-26,2022-12-27
86,638446461,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-26,2022-12-27
71,636464758,Cadillac XTS  ,Luxury,Automatic,106.51,110.36,2022-12-26,2022-12-27
85,585207183,Chrysler 300  ,Luxury,Automatic,104.38,108.15,2022-12-26,2022-12-27
43,631938698,Buick LaCrosse  ,Luxury,Automatic,104.38,108.15,2022-12-26,2022-12-27
65,735895261,Cadillac XTS  ,Luxury,Automatic,100.89,104.54,2022-12-26,2022-12-27
334,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,346.08,2022-12-27,2022-12-28
333,723428946,BMW 5 Series,Luxury,Automatic,306.77,317.86,2022-12-27,2022-12-28
230,631553768,Lincoln Continental,Luxury,Automatic,158.52,164.25,2022-12-27,2022-12-28
171,644881573,Cadillac XTS  ,Luxury,Automatic,152.17,157.67,2022-12-27,2022-12-28
170,636479888,Cadillac XTS  ,Luxury,Automatic,145.72,150.99,2022-12-27,2022-12-28
161,646119413,Cadillac XTS,Luxury,Automatic,140.12,145.19,2022-12-27,2022-12-28
130,644901168,Cadillac XTS  ,Luxury,Automatic,135.27,140.16,2022-12-27,2022-12-28
194,658137488,Chrysler 300,Luxury,Automatic,129.05,133.72,2022-12-27,2022-12-28
178,636492688,Cadillac XTS  ,Luxury,Automatic,128.93,133.59,2022-12-27,2022-12-28
195,658190013,Chrysler 300,Luxury,Automatic,127.81,132.43,2022-12-27,2022-12-28
123,644861493,Cadillac XTS  ,Luxury,Automatic,123.99,128.47,2022-12-27,2022-12-28
168,646151293,Cadillac XTS,Luxury,Automatic,123.3,127.76,2022-12-27,2022-12-28
134,659534556,Chrysler 300,Luxury,Automatic,117.94,122.2,2022-12-27,2022-12-28
156,636472613,Cadillac XTS  ,Luxury,Automatic,117.71,121.97,2022-12-27,2022-12-28
132,643095306,Buick LaCrosse  ,Luxury,Automatic,116.71,120.93,2022-12-27,2022-12-28
154,642896921,Chrysler 300  ,Luxury,Automatic,116.71,120.93,2022-12-27,2022-12-28
215,658163273,Chrysler 300,Luxury,Automatic,115.47,119.64,2022-12-27,2022-12-28
74,644841863,Cadillac XTS  ,Luxury,Automatic,112.72,116.79,2022-12-27,2022-12-28
129,646141193,Cadillac XTS,Luxury,Automatic,112.1,116.15,2022-12-27,2022-12-28
78,735898091,Cadillac XTS  ,Luxury,Automatic,112.1,116.15,2022-12-27,2022-12-28
47,638489136,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-27,2022-12-28
87,638446461,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-27,2022-12-28
75,636464758,Cadillac XTS  ,Luxury,Automatic,106.51,110.36,2022-12-27,2022-12-28
46,631938698,Buick LaCrosse  ,Luxury,Automatic,104.38,108.15,2022-12-27,2022-12-28
86,585207183,Chrysler 300  ,Luxury,Automatic,104.38,108.15,2022-12-27,2022-12-28
73,735895261,Cadillac XTS  ,Luxury,Automatic,100.89,104.54,2022-12-27,2022-12-28
323,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,346.08,2022-12-28,2022-12-29
322,723428946,BMW 5 Series,Luxury,Automatic,306.77,317.86,2022-12-28,2022-12-29
195,644881573,Cadillac XTS  ,Luxury,Automatic,164.38,170.32,2022-12-28,2022-12-29
186,636479888,Cadillac XTS  ,Luxury,Automatic,157.87,163.58,2022-12-28,2022-12-29
221,646119413,Cadillac XTS,Luxury,Automatic,152.25,157.75,2022-12-28,2022-12-29
198,644901168,Cadillac XTS  ,Luxury,Automatic,147.48,152.81,2022-12-28,2022-12-29
170,636492688,Cadillac XTS  ,Luxury,Automatic,141.06,146.16,2022-12-28,2022-12-29
123,644861493,Cadillac XTS  ,Luxury,Automatic,136.22,141.14,2022-12-28,2022-12-29
156,646151293,Cadillac XTS,Luxury,Automatic,135.46,140.36,2022-12-28,2022-12-29
122,636472613,Cadillac XTS  ,Luxury,Automatic,129.84,134.53,2022-12-28,2022-12-29
171,658137488,Chrysler 300,Luxury,Automatic,129.05,133.72,2022-12-28,2022-12-29
172,658190013,Chrysler 300,Luxury,Automatic,127.81,132.43,2022-12-28,2022-12-29
59,644841863,Cadillac XTS  ,Luxury,Automatic,124.94,129.46,2022-12-28,2022-12-29
61,735898091,Cadillac XTS  ,Luxury,Automatic,124.24,128.73,2022-12-28,2022-12-29
84,646141193,Cadillac XTS,Luxury,Automatic,124.24,128.73,2022-12-28,2022-12-29
53,636464758,Cadillac XTS  ,Luxury,Automatic,118.65,122.94,2022-12-28,2022-12-29
31,659534556,Chrysler 300,Luxury,Automatic,117.94,122.2,2022-12-28,2022-12-29
27,643095306,Buick LaCrosse  ,Luxury,Automatic,116.71,120.93,2022-12-28,2022-12-29
66,642896921,Chrysler 300  ,Luxury,Automatic,116.71,120.93,2022-12-28,2022-12-29
33,631553768,Lincoln Continental,Luxury,Automatic,115.97,120.16,2022-12-28,2022-12-29
108,658163273,Chrysler 300,Luxury,Automatic,115.47,119.64,2022-12-28,2022-12-29
37,735895261,Cadillac XTS  ,Luxury,Automatic,113.04,117.13,2022-12-28,2022-12-29
20,638489136,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-28,2022-12-29
45,638446461,Chrysler 300  ,Luxury,Automatic,106.85,110.71,2022-12-28,2022-12-29
19,631938698,Buick LaCrosse  ,Luxury,Automatic,104.38,108.15,2022-12-28,2022-12-29
41,585207183,Chrysler 300  ,Luxury,Automatic,104.38,108.15,2022-12-28,2022-12-29
322,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,346.08,2022-12-29,2022-12-30
321,723428946,BMW 5 Series,Luxury,Automatic,306.77,317.86,2022-12-29,2022-12-30
206,644881573,Cadillac XTS  ,Luxury,Automatic,152.17,157.67,2022-12-29,2022-12-30
207,636479888,Cadillac XTS  ,Luxury,Automatic,145.72,150.99,2022-12-29,2022-12-30
174,646119413,Cadillac XTS,Luxury,Automatic,140.12,145.19,2022-12-29,2022-12-30
182,644901168,Cadillac XTS  ,Luxury,Automatic,135.27,140.16,2022-12-29,2022-12-30
231,658137488,Chrysler 300,Luxury,Automatic,129.05,133.72,2022-12-29,2022-12-30
163,636492688,Cadillac XTS  ,Luxury,Automatic,128.93,133.59,2022-12-29,2022-12-30
232,658190013,Chrysler 300,Luxury,Automatic,127.81,132.43,2022-12-29,2022-12-30
133,644861493,Cadillac XTS  ,Luxury,Automatic,123.99,128.47,2022-12-29,2022-12-30
186,646151293,Cadillac XTS,Luxury,Automatic,123.3,127.76,2022-12-29,2022-12-30
121,659534556,Chrysler 300,Luxury,Automatic,117.94,122.2,2022-12-29,2022-12-30
193,636472613,Cadillac XTS  ,Luxury,Automatic,117.71,121.97,2022-12-29,2022-12-30
123,643095306,Buick LaCrosse  ,Luxury,Automatic,116.71,120.93,2022-12-29,2022-12-30
140,642896921,Chrysler 300  ,Luxury,Automatic,116.71,120.93,2022-12-29,2022-12-30
